% Model:              phononic_alp0(thickness200,r85,isotrope,full_FBZ).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 3 2024, 18:46
% Dimension:          1
% Nodes:              14641
% Expressions:        8
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
-4974188.368183838,1.9124423897009764E9,4.537173303307559E9,5.587345002401644E9,9.76804059762001E9,1.1175255142830317E10,1.2251696270551147E10,1.6024334784943989E10,1.7717041503854275E10
-4974188.368183838,1.9994404956848872E9,4.6577285670111885E9,5.72109290153365E9,9.770328452540741E9,1.1240399505066355E10,1.2158067528183887E10,1.5931571819803322E10,1.772225378397218E10
-4974188.368183838,2.0918735398180575E9,4.756880333545399E9,5.875777971983617E9,9.77354513256478E9,1.130452009186729E10,1.2062839673977118E10,1.5837356796433262E10,1.7713462487622623E10
-4974188.368183838,2.1894254549702992E9,4.83824378052281E9,6.047361675410722E9,9.777600789449238E9,1.1367260028472261E10,1.1966421505960443E10,1.574190134266872E10,1.7696276842175922E10
-4974188.368183838,2.2917639666394944E9,4.90611786664712E9,6.231110034304985E9,9.782400465140186E9,1.1428273520231009E10,1.1869240157089071E10,1.5645405296886885E10,1.7675313349937744E10
-4974188.368183838,2.3985488022512283E9,4.964354766926053E9,6.422710922332086E9,9.787843736723515E9,1.1487229253810114E10,1.177174912443348E10,1.5548058332455942E10,1.7652716715218075E10
-4974188.368183838,2.5094379962210097E9,5.015956368827474E9,6.618663157212022E9,9.793824126834639E9,1.1543814201602478E10,1.1674438668531322E10,1.545004133039664E10,1.7629462045244743E10
-4974188.368183838,2.6240924868494043E9,5.063113450019604E9,6.816220861482119E9,9.800228328668879E9,1.1577849199215342E10,1.1597737790331926E10,1.5351527523896612E10,1.760605312066333E10
-4974188.368183838,2.74217925716678E9,5.107386589374632E9,7.013193047224846E9,9.806935286942959E9,1.148258842168948E10,1.164873638590955E10,1.5252683432172495E10,1.7582790974495544E10
-4974188.368183838,2.8633732805155864E9,5.149885652001471E9,7.207740524587743E9,9.813815173497868E9,1.1389353142514956E10,1.169657803064619E10,1.5153669595818298E10,1.755988016212995E10
-4974188.368183838,2.9873585120186677E9,5.191408038862457E9,7.398208931915811E9,9.820728298372114E9,1.1298956631404604E10,1.1741067347479345E10,1.5054641121783838E10,1.7537474538583614E10
-4974188.368183838,3.113828133333854E9,5.232535842237506E9,7.582997114864599E9,9.827524004195286E9,1.1212362087913914E10,1.1782050500382648E10,1.4955748043936699E10,1.751569865013251E10
-4974188.368183838,3.2424842196531825E9,5.273701799463334E9,7.760451471334381E9,9.834039603903996E9,1.1130721647100374E10,1.1819420071970673E10,1.4857135505055473E10,1.749465838792054E10
-4974188.368183838,3.3730369602733936E9,5.315233656840845E9,7.928779826806672E9,9.840099439448837E9,1.1055417710826496E10,1.185311968983673E10,1.4758943768319782E10,1.7474446509131943E10
-4974188.368183838,3.505203530035882E9,5.357384101066809E9,8.085986220711245E9,9.845514162571138E9,1.0988098045194874E10,1.188314820366347E10,1.466130807097014E10,1.7455145516250504E10
-4974188.368183838,3.638706679500202E9,5.40035113012037E9,8.2298395476305895E9,9.850080367718071E9,1.0930686818538193E10,1.1909563186973963E10,1.4564358339710896E10,1.7436829080793434E10
-4974188.368183838,3.773273086839818E9,5.444292069415457E9,8.357903556180459E9,9.85358074074825E9,1.0885340870150595E10,1.1932483512193157E10,1.4468218796242672E10,1.7419562612717125E10
-4974188.368183838,3.9086314936057115E9,5.4893333215313425E9,8.46766768205976E9,9.855784922926254E9,1.0854309649647583E10,1.1952090727813255E10,1.4373007491336752E10,1.7403403298477932E10
-4974188.368183838,4.044510628914751E9,5.535577211348469E9,8.556811934570437E9,9.856451323556896E9,1.0839664253741154E10,1.1968628955568127E10,1.4278835816058035E10,1.7388399792424126E10
-4974188.368183838,4.180636911555924E9,5.583106819915552E9,8.623592243418917E9,9.855330139745468E9,1.0842908268691093E10,1.1982403029171684E10,1.4185808047757221E10,1.7374591675927937E10
-4974188.368183838,4.316731906294576E9,5.631989396940273E9,8.66724368971565E9,9.85216784884969E9,1.0864572410699108E10,1.1993774622107447E10,1.4094020994823463E10,1.7362008762236946E10
-4974188.368183838,4.452509498861978E9,5.682278742672938E9,8.688226048983517E9,9.84671341680657E9,1.0903968146459259E10,1.2003156169636082E10,1.4003563806543242E10,1.735067031043467E10
-4974188.368183838,4.5876727435582285E9,5.734016816338903E9,8.68817265344935E9,9.838726402017647E9,1.0959239021967514E10,1.2011002489017628E10,1.3914518011879185E10,1.734058420297707E10
-4974188.368183838,4.72191032831058E9,5.787234735280087E9,8.669558406485895E9,9.82798702122565E9,1.1027693683955292E10,1.2017800147870552E10,1.3826957843493345E10,1.733174614425132E10
-4974188.368183838,4.854892595216525E9,5.841953260173359E9,8.635247609220606E9,9.814308079773577E9,1.1106259806311113E10,1.2024054821246729E10,1.374095089198782E10,1.7324138939235134E10
-4974188.368183838,4.986267051775977E9,5.898182805496778E9,8.588098269671404E9,9.797548465002317E9,1.1191882164255419E10,1.203027709769584E10,1.3656559122557997E10,1.7317731916448242E10
-4974188.368183838,5.115653312145084E9,5.955922961419567E9,8.530711789750658E9,9.777627684128267E9,1.1281775910896425E10,1.2036967411221163E10,1.3573840275906414E10,1.7312480562934963E10
-4974188.368183838,5.242637423814723E9,6.015161454140443E9,8.4653250949097595E9,9.754540734565157E9,1.1373537985140862E10,1.2044600942874876E10,1.3492849672669834E10,1.7308326551216244E10
-4974188.368183838,5.366765570856382E9,6.075872394621851E9,8.393799844546024E9,9.72837246553914E9,1.1465162070900566E10,1.2053613399546673E10,1.341364245283494E10,1.730519755129049E10
-4974188.368183838,5.487537211898868E9,6.138013553006037E9,8.317662317124751E9,9.699310552055298E9,1.1555003676202944E10,1.2064388491730148E10,1.3336276318490507E10,1.730300859329479E10
-4974188.368183838,5.604397825724385E9,6.201522218115621E9,8.238162508663285E9,9.667656253132639E9,1.1641727132398048E10,1.2077247669566824E10,1.326081492497799E10,1.7301662702935833E10
-4974188.368183838,5.71673162137637E9,6.266308905256578E9,8.156336009345134E9,9.633832223465178E9,1.172425159019415E10,1.2092442232871662E10,1.3187332208697714E10,1.730105262840805E10
-4974188.368183838,5.823854847995773E9,6.332247661907039E9,8.073062556368172E9,9.598386713571402E9,1.1801703285027449E10,1.2110147308997332E10,1.3115918200406675E10,1.7301062910323753E10
-4974188.368183838,5.925010734471504E9,6.399160798059346E9,7.989121391466194E9,9.56199343624065E9,1.1873376061064714E10,1.2130456358997322E10,1.3046687354408712E10,1.730157239548909E10
-4974188.368183838,6.019367605063456E9,6.466794155347534E9,7.905247681323396E9,9.525446127197891E9,1.1938699757913105E10,1.215337367322155E10,1.2979791346091906E10,1.7302457137584454E10
-4974188.368183838,6.106022313653405E9,6.534775757205167E9,7.8221984010997095E9,9.489646385088514E9,1.1997215231093704E10,1.2178800311039928E10,1.2915440135056782E10,1.7303593597327755E10
-4974188.368183838,6.184011687564351E9,6.602544302104896E9,7.740842607684917E9,9.455582860009022E9,1.2048554670070686E10,1.2206505042244051E10,1.2853938950748384E10,1.730486202889461E10
-4974188.368183838,6.252334909005647E9,6.669221543305909E9,7.662303303961531E9,9.424299553812323E9,1.2092426058489107E10,1.223606353185644E10,1.2795757239657385E10,1.730614992160922E10
-4974188.368183838,6.309989276955172E9,6.7333799622858305E9,7.588200502514564E9,9.39685134741712E9,1.2128600881275185E10,1.226673072438258E10,1.2741664031668552E10,1.7307355356714935E10
-4974188.368183838,6.356020113803607E9,6.792626914597473E9,7.521075097839591E9,9.374246391323711E9,1.215690443257972E10,1.2297173949239046E10,1.2693001776199942E10,1.7308390136661476E10
-4974188.368183838,6.389582445043774E9,6.842950460171677E9,7.465048926190503E9,9.35737798274089E9,1.2177208284774221E10,1.2324947670297812E10,1.2652217448937384E10,1.73091825510793E10
-4974188.368183838,6.410007852156778E9,6.87816327696815E9,7.4263850451161375E9,9.346952661505138E9,1.2189424635353043E10,1.2345747967402407E10,1.2623612687886417E10,1.7309679661188023E10
-4974188.368183838,6.416865901160867E9,6.891081145446595E9,7.412312048028071E9,9.343425173295418E9,1.219350236015453E10,1.2353747819557837E10,1.2613011821112528E10,1.7309849005317173E10
-4712388.98038469,6.389184543461704E9,6.679964911672328E9,7.532667703510585E9,9.335672210961906E9,1.2128933732843287E10,1.22840291851636E10,1.266446338911221E10,1.728577108689717E10
-4712388.98038469,6.382259643299015E9,6.671387906588467E9,7.542355249550044E9,9.339334473583956E9,1.2124897155686228E10,1.2277900994530636E10,1.2673126019998377E10,1.7285613374783512E10
-4712388.98038469,6.361636471550091E9,6.646773861723735E9,7.5702857312241335E9,9.350160165169401E9,1.2112804405198294E10,1.2261064030774115E10,1.2697568464501596E10,1.728515067574783E10
-4712388.98038469,6.327753214306205E9,6.6088972115377865E9,7.61363944931985E9,9.367682865311903E9,1.209270734437292E10,1.2236920162035364E10,1.2734395633712517E10,1.728441393260636E10
-4712388.98038469,6.281289815016894E9,6.561042516355105E9,7.669054472863892E9,9.391177744311266E9,1.2064695144688635E10,1.2208782898847307E10,1.2780303330931349E10,1.7283453634906864E10
-4712388.98038469,6.223104899010998E9,6.506161046322892E9,7.733467013133083E9,9.419727938358742E9,1.2028898460238302E10,1.217907747419448E10,1.2832875159260813E10,1.7282338238409172E10
-4712388.98038469,6.154167285662604E9,6.446567187719301E9,7.804410450619494E9,9.452297722590267E9,1.1985495438609983E10,1.214939812880962E10,1.2890520970447752E10,1.728115204430961E10
-4712388.98038469,6.075492993676618E9,6.383962792231961E9,7.879984553709633E9,9.487801593795547E9,1.1934719782935352E10,1.2120763515575241E10,1.2952215940470634E10,1.7279992622123783E10
-4712388.98038469,5.988094472146197E9,6.31956884916918E9,7.958715022992143E9,9.525162485018929E9,1.1876871208441315E10,1.2093822057056183E10,1.3017288503693676E10,1.727896788253215E10
-4712388.98038469,5.892944412244909E9,6.254258450138818E9,8.039408723068864E9,9.563356605241728E9,1.1812328814978428E10,1.2068979938803482E10,1.3085284639078337E10,1.727819292449435E10
-4712388.98038469,5.790953275454439E9,6.188660492695973E9,8.121034262870926E9,9.601445466972542E9,1.1741568129050497E10,1.2046474220484951E10,1.3155886354436722E10,1.7277786786203873E10
-4712388.98038469,5.682957974911409E9,6.123233350180452E9,8.202627547380931E9,9.638597186050034E9,1.1665182845826078E10,1.2026413014416313E10,1.3228862926369478E10,1.727786922983953E10
-4712388.98038469,5.56971867770379E9,6.058315376896238E9,8.283214030806387E9,9.674099429209295E9,1.1583912581357841E10,1.2008797188248098E10,1.3304041123604256E10,1.7278557687701508E10
-4712388.98038469,5.451920963109747E9,5.994159194240822E9,8.361739193277892E9,9.707365982836998E9,1.1498678111624155E10,1.199353240617959E10,1.3381286416494116E10,1.7279964485740654E10
-4712388.98038469,5.330181149057775E9,5.930955025441647E9,8.437000695639034E9,9.737938294272993E9,1.1410625357815258E10,1.1980436900140263E10,1.3460490638414272E10,1.7282194388717934E10
-4712388.98038469,5.205053217653765E9,5.868846708809563E9,8.507578505641891E9,9.76548280249916E9,1.132117821234062E10,1.1969248314437788E10,1.354156352112227E10,1.72853421750849E10
-4712388.98038469,5.077036301133251E9,5.807942799991608E9,8.571763704688236E9,9.78978457011295E9,1.1232097135203358E10,1.1959631634963207E10,1.3624426622365602E10,1.728949220312706E10
-4712388.98038469,4.946582092800515E9,5.748324344105978E9,8.627494356004642E9,9.810737667286186E9,1.11455336328698E10,1.1951189236927155E10,1.3709008785435999E10,1.7294715805602768E10
-4712388.98038469,4.814101830011244E9,5.69005035299813E9,8.67231961149561E9,9.82833287237261E9,1.1064058497368351E10,1.1943473313659693E10,1.3795242628814255E10,1.7301071441305077E10
-4712388.98038469,4.679972681920707E9,5.633161667022511E9,8.703430801172691E9,9.842643436531076E9,1.0990624480261536E10,1.1936000352267513E10,1.3883061773719858E10,1.730860417506012E10
-4712388.98038469,4.544543489746381E9,5.577683647267713E9,8.717812456088371E9,9.853809808149437E9,1.0928410102379747E10,1.192826691597884E10,1.3972398640075443E10,1.731734570155676E10
-4712388.98038469,4.408139873991407E9,5.523627988125402E9,8.712555076176712E9,9.862024258144642E9,1.0880502588979345E10,1.1919765791508682E10,1.4063182711412546E10,1.7327314654162655E10
-4712388.98038469,4.2710687583034434E9,5.470993832343873E9,8.685307189723637E9,9.867516268378351E9,1.0849442280892874E10,1.1910001548861908E10,1.4155339206435991E10,1.7338517136429543E10
-4712388.98038469,4.133622375226422E9,5.419768292004303E9,8.634734266845451E9,9.870539364162994E9,1.0836760920850431E10,1.1898504696752386E10,1.4248788111587593E10,1.7350947414691742E10
-4712388.98038469,3.9960818229263573E9,5.369926416050127E9,8.56078111465565E9,9.871359834798376E9,1.0842717196146898E10,1.1884843838408932E10,1.4343443533197994E10,1.7364588714182693E10
-4712388.98038469,3.8587202390395107E9,5.321430588106392E9,8.464605164910448E9,9.870247543985924E9,1.08663621774467E10,1.1868635479826431E10,1.4439213325476189E10,1.7379414065792686E10
-4712388.98038469,3.7218056511436973E9,5.274229278573145E9,8.348231358274193E9,9.867468824181017E9,1.0905884046299553E10,1.1849551369693905E10,1.4535998945829077E10,1.7395387156878727E10
-4712388.98038469,3.585603554698662E9,5.2282550028377905E9,8.214112008080911E9,9.863281296719864E9,1.0959048885952282E10,1.1827323431195013E10,1.4633695484678553E10,1.7412463143653923E10
-4712388.98038469,3.450379259463646E9,5.183421240678322E9,8.064760424680727E9,9.857930367161356E9,1.1023568999912445E10,1.1801746472527319E10,1.4732191814766413E10,1.7430589384370674E10
-4712388.98038469,3.316400034632246E9,5.139617932674589E9,7.902527773173752E9,9.851647105185553E9,1.1097329664427126E10,1.1772678939524952E10,1.483137080562363E10,1.7449706050408916E10
-4712388.98038469,3.1839370710324664E9,5.096704959897776E9,7.729510008084869E9,9.844647217380812E9,1.1178488056840443E10,1.174004201040801E10,1.4931109552376863E10,1.7469746561821064E10
-4712388.98038469,3.0532672652633734E9,5.054502688591744E9,7.547541111088622E9,9.837130845284409E9,1.1265489043590973E10,1.1703817340860147E10,1.5031279573767353E10,1.749063777012415E10
-4712388.98038469,2.924674814817664E9,5.012778149032418E9,7.35823304669517E9,9.829282958053646E9,1.1357038837803013E10,1.1664043757190306E10,1.5131746941294062E10,1.7512299762599163E10
-4712388.98038469,2.7984525941606727E9,4.971224599062118E9,7.163037989091543E9,9.82127415023356E9,1.145206322195359E10,1.1620813173579292E10,1.5232372308794285E10,1.7534645066309868E10
-4712388.98038469,2.6749032582752094E9,4.92943091294299E9,6.963322325356172E9,9.8132616944738E9,1.1549664396818209E10,1.1574265981221458E10,1.5333010818697998E10,1.7557576831057217E10
-4712388.98038469,2.5543399912541547E9,4.88683517269976E9,6.760452043341813E9,9.805390733504972E9,1.1524586125666698E10,1.1649082489213896E10,1.5433511866934904E10,1.75809851378954E10
-4712388.98038469,2.4370867821437526E9,4.842653752860969E9,6.555896465520999E9,9.797795523792957E9,1.1471996055889587E10,1.1749663498863935E10,1.5533718712574219E10,1.7604739592805435E10
-4712388.98038469,2.3234780681279798E9,4.795773212872572E9,6.351363219236035E9,9.790600664751154E9,1.1416751696088636E10,1.1850833531170994E10,1.5633467920450733E10,1.7628673867364033E10
-4712388.98038469,2.2138575372157226E9,4.744589541584441E9,6.148980841204083E9,9.783922262488369E9,1.1359137560300173E10,1.1952078449972034E10,1.5732588625163122E10,1.7652550921795204E10
-4712388.98038469,2.1085758322459338E9,4.686786656923488E9,5.951538229266797E9,9.777868986307276E9,1.129946210193182E10,1.2052927943118576E10,1.5830901602922047E10,1.7675975959768635E10
-4712388.98038469,2.0079868524781494E9,4.61909064899036E9,5.762745520134769E9,9.772542979964973E9,1.123805336661813E10,1.2152943086078606E10,1.5928218133869282E10,1.7698146987146954E10
-4712388.98038469,1.9124423212723234E9,4.537172734878902E9,5.587344383970341E9,9.768040588298937E9,1.1175254998798378E10,1.2251706654702032E10,1.6024338631891817E10,1.7717040103117615E10
-4712388.98038469,1.8222842985902314E9,4.436115136931203E9,5.430654391256129E9,9.764452853019825E9,1.1111422641571714E10,1.2348815609161911E10,1.6119051011962788E10,1.772706636360003E10
-4712388.98038469,1.7378353931456664E9,4.311870487158034E9,5.297125674330888E9,9.761865718633595E9,1.1046920767396193E10,1.2443875321726692E10,1.6212128757311995E10,1.7720004322989944E10
-4712388.98038469,1.6593866033841972E9,4.1632172658638506E9,5.188396227627113E9,9.760359869175043E9,1.0982119986134943E10,1.2536495245343245E10,1.6303328641459223E10,1.7699414442104393E10
-4712388.98038469,1.5871830176637716E9,3.992477959762333E9,5.102588127419368E9,9.760010086326698E9,1.091739489963291E10,1.2626285819296421E10,1.6392388055483442E10,1.7674105589085712E10
-4712388.98038469,1.5214080408418074E9,3.804231854194662E9,5.035611949028853E9,9.7608839757339E9,1.0853122612493563E10,1.2712856485803875E10,1.6479021892671787E10,1.7647930946903618E10
-4712388.98038469,1.4621673546290011E9,3.6034560539175296E9,4.983047357627507E9,9.76303984493438E9,1.0789682073009735E10,1.2795814750404085E10,1.6562918957330952E10,1.7622237961118176E10
-4712388.98038469,1.4094743698752356E9,3.394482293622739E9,4.941214470518957E9,9.766523424389229E9,1.072745451511983E10,1.2874766261425144E10,1.6643737902607916E10,1.7597586287129265E10
-4712388.98038469,1.3632393355342357E9,3.1808117080216084E9,4.907396860926291E9,9.771362989873209E9,1.0666825414334337E10,1.2949315910432762E10,1.6721102779927565E10,1.757426557511439E10
-4712388.98038469,1.3232643462370813E9,2.965320828837573E9,4.87968724772119E9,9.77756225349084E9,1.0608188573888239E10,1.301906996597608E10,1.6794598423675413E10,1.755245975277377E10
-4712388.98038469,1.2892460929925213E9,2.7505557670546203E9,4.856764962388333E9,9.785090125782122E9,1.0551953237415167E10,1.3083639246088902E10,1.6863766129528692E10,1.7532306885309875E10
-4712388.98038469,1.2607873092256248E9,2.5390157884312615E9,4.837712149044498E9,9.793866114093035E9,1.0498555479098316E10,1.3142643309687511E10,1.6928100445178215E10,1.7513923388514736E10
-4712388.98038469,1.2374166333315785E9,2.3334211322502317E9,4.821883842157549E9,9.803739784523773E9,1.0448475478595205E10,1.3195715602812454E10,1.698704839431223E10,1.749741417728876E10
-4712388.98038469,1.2186153422111888E9,2.1369851124623835E9,4.808821154756944E9,9.814462664146004E9,1.0402262356979202E10,1.3242509433988102E10,1.7040013062934008E10,1.7482876469743664E10
-4712388.98038469,1.2038484448193865E9,1.953703582368021E9,4.79819429508274E9,9.82565204673566E9,1.0360567180097366E10,1.3282704577993711E10,1.708636403793889E10,1.74704004042937E10
-4712388.98038469,1.192597190718895E9,1.7886395023526094E9,4.789765225937565E9,9.836750449466455E9,1.0324180465087519E10,1.3316014226767681E10,1.7125457366951828E10,1.746006793289587E10
-4712388.98038469,1.1843901813349717E9,1.648098484840484E9,4.783363115595783E9,9.846995740878143E9,1.0294059261790167E10,1.3342191931239565E10,1.7156666965752195E10,1.745195080755139E10
-4712388.98038469,1.178830822864042E9,1.5394509660082812E9,4.778868193417698E9,9.85543828257454E9,1.0271307561569332E10,1.3361038122321833E10,1.717942717765533E10,1.744610819546476E10
-4712388.98038469,1.1756195876002707E9,1.47023933314456E9,4.776201260869751E9,9.86106236469399E9,1.0257052844590652E10,1.3372405777008213E10,1.719328238944035E10,1.7442584348884586E10
-4712388.98038469,1.174570227489624E9,1.4464039170377898E9,4.775317165319314E9,9.863044628782398E9,1.0252186152126009E10,1.3376204817482145E10,1.7197935231785065E10,1.7441406671536438E10
-4712388.98038469,1.1756195699657016E9,1.4702395713597982E9,4.776201233961327E9,9.8610623476761E9,1.0257052877036205E10,1.3372404901888325E10,1.7193282185581585E10,1.7442584445241966E10
-4712388.98038469,1.1788307882795298E9,1.5394514209969869E9,4.778868139977267E9,9.855438250733982E9,1.0271307624083729E10,1.336103638084466E10,1.7179426766077354E10,1.7446108386008537E10
-4712388.98038469,1.184390131152599E9,1.6480991222353568E9,4.783363036391322E9,9.84699569767246E9,1.029405935055564E10,1.3342189340613655E10,1.7156666339622019E10,1.7451951088140106E10
-4712388.98038469,1.192597126922126E9,1.788640285144142E9,4.789765122159723E9,9.836750398522333E9,1.0324180575943405E10,1.3316010812040802E10,1.7125456517893408E10,1.7460068297724712E10
-4712388.98038469,1.203848369962128E9,1.9537044774936867E9,4.798194168400532E9,9.825651991190557E9,1.0360567309207117E10,1.3282700371204111E10,1.7086362957630424E10,1.7470400846207745E10
-4712388.98038469,1.2186152593348927E9,2.1369860930643444E9,4.808821007404372E9,9.814462606459711E9,1.0402262501028183E10,1.3242504473135336E10,1.7040011744545744E10,1.748287698047594E10
-4712388.98038469,1.2374165458551888E9,2.3334221773281536E9,4.82188367706975E9,9.80373972655056E9,1.044847563473067E10,1.3195709930721918E10,1.6987046833489113E10,1.749741474682922E10
-4712388.98038469,1.2607872208101141E9,2.539016881478114E9,4.837711970070651E9,9.79386605723791E9,1.0498555644787203E10,1.3142636972835897E10,1.6928098640541676E10,1.7513924007041245E10
-4712388.98038469,1.289246007389957E9,2.7505568944660215E9,4.856764774623982E9,9.785090071154467E9,1.0551953410304958E10,1.3083632293455229E10,1.6863764082822676E10,1.7532307545547848E10
-4712388.98038469,1.3232642671308167E9,2.9653219783319526E9,4.879687058034288E9,9.777562202028955E9,1.0608188751698914E10,1.3019062447968538E10,1.6794596139520555E10,1.755246045115203E10
-4712388.98038469,1.3632392663858116E9,3.1808128670046077E9,4.907396678786585E9,9.771362942436005E9,1.0666825594783842E10,1.2949307877929035E10,1.6721100265528376E10,1.757426630962318E10
-4712388.98038469,1.4094743137927444E9,3.394483447314491E9,4.941214309281428E9,9.766523381821375E9,1.0727454695877708E10,1.2874757764948011E10,1.6643735167269707E10,1.7597587060764233E10
-4712388.98038469,1.4621673142669518E9,3.6034571830619726E9,4.983047236394376E9,9.763039808110401E9,1.0789682251673086E10,1.2795805839443722E10,1.6562916011982615E10,1.7622238783850254E10
-4712388.98038469,1.5214080183397443E9,3.804232932479679E9,5.03561189491566E9,9.7608839455868E9,1.0853122786579517E10,1.2712847208285666E10,1.647901874942542E10,1.764793184040541E10
-4712388.98038469,1.5871830146237576E9,3.9924789521655626E9,5.102588176973599E9,9.760010063865217E9,1.0917395066584846E10,1.2626276221187998E10,1.639238472723455E10,1.7674106595753872E10
-4712388.98038469,1.6593866208845599E9,4.1632181313102818E9,5.18839642398867E9,9.760359855492636E9,1.098212014333974E10,1.2536485370388494E10,1.6303325141540895E10,1.7699415634791176E10
-4712388.98038469,1.7378354317802503E9,4.311871189641497E9,5.2971260559574995E9,9.761865714910381E9,1.1046920912210302E10,1.2443865211292715E10,1.6212125099206135E10,1.772000594509881E10
-4712388.98038469,1.8222843585246258E9,4.436115661869592E9,5.430654975436286E9,9.764452860519867E9,1.111142277135604E10,1.234880530218518E10,1.6119047209065954E10,1.772706830651628E10
-4712388.98038469,1.912442402309863E9,4.537173096097649E9,5.587345159707979E9,9.76804060836334E9,1.1175255110960144E10,1.225169618772024E10,1.6024334697333323E10,1.771704183112796E10
-4712388.98038469,2.0079869541264818E9,4.619090879103772E9,5.76274645763251E9,9.77254301400067E9,1.1238053458660196E10,1.2152932493339142E10,1.5928214080374847E10,1.7698148499820633E10
-4712388.98038469,2.1085759537802968E9,4.686786792626559E9,5.951539294479643E9,9.777869035774025E9,1.129946217150859E10,1.2052917256757757E10,1.583089744271895E10,1.7675977325498127E10
-4712388.98038469,2.213857677735727E9,4.744589615036574E9,6.148982004268753E9,9.783922328881561E9,1.1359137605278625E10,1.1952067700261799E10,1.5732584369918312E10,1.765255218497671E10
-4712388.98038469,2.3234782266046963E9,4.795773249568346E9,6.351364456365927E9,9.790600749582209E9,1.141675171461503E10,1.185082274684114E10,1.5633463581240616E10,1.762867504935882E10
-4712388.98038469,2.4370869574601593E9,4.842653772467975E9,6.555897757863348E9,9.797795628566776E9,1.1471996046459215E10,1.174965270750922E10,1.5533714299878872E10,1.760474070788807E10
-4712388.98038469,2.554340182236324E9,4.886835190547169E9,6.760453375084488E9,9.805390859693913E9,1.1524586087195686E10,1.1649071717808758E10,1.543350739065371E10,1.7580986193868694E10
-4712388.98038469,2.674903463716765E9,4.929430941318749E9,6.963323681890176E9,9.813261843488852E9,1.154965367237406E10,1.1574265913119244E10,1.5333006288183151E10,1.755757783290242E10
-4712388.98038469,2.7984528128408403E9,4.97122464815765E9,7.163039355332682E9,9.821274323391176E9,1.1452052572362879E10,1.1620813075817818E10,1.5232367732898344E10,1.753464601719664E10
-4712388.98038469,2.924675045515058E9,5.012778227590115E9,7.358234405448545E9,9.829283156539051E9,1.1357028292934793E10,1.1664043630369087E10,1.51317423284284E10,1.7512300664761864E10
-4712388.98038469,3.0532675067643375E9,5.054502804337592E9,7.54754244129927E9,9.837131070111126E9,1.1265478636711853E10,1.1703817186264217E10,1.5031274931969648E10,1.7490638625677387E10
-4712388.98038469,3.183937322137407E9,5.096705119826234E9,7.729511282831876E9,9.844647469346098E9,1.1178477826427433E10,1.1740041830056019E10,1.4931104889383303E10,1.746974737233157E10
-4712388.98038469,3.3164002941583595E9,5.139618143236947E9,7.902528957340656E9,9.851647384821632E9,1.1097319656393549E10,1.1772678736205248E10,1.4831366128944204E10,1.7449706817136814E10
-4712388.98038469,3.450379526246659E9,5.183421507905691E9,8.064761472395306E9,9.857930674684101E9,1.1023559270120543E10,1.1801746249821058E10,1.473218713175934E10,1.7430590108534325E10
-4712388.98038469,3.5856038275918603E9,5.228255332419655E9,8.214112860353171E9,9.863281631975185E9,1.095903950256256E10,1.1827323193484337E10,1.4633690802622648E10,1.7412463826472374E10
-4712388.98038469,3.721805929016802E9,5.274229675905298E9,8.348231941844907E9,9.867469186591E9,1.0905875090931572E10,1.1849551122154991E10,1.4535994271989008E10,1.7395387799632E10
-4712388.98038469,3.8587205207762322E9,5.321431058315494E9,8.46460539406573E9,9.870247932497137E9,1.0866353743386719E10,1.1868635228406637E10,1.443920866716025E10,1.737941466988222E10
-4712388.98038469,3.9960821074214916E9,5.369926964003993E9,8.560780898145006E9,9.871360247836891E9,1.0842709381462915E10,1.1884843589788616E10,1.434343889780476E10,1.7364589281121414E10
-4712388.98038469,4.133622661381993E9,5.419768922306042E9,8.634733520929258E9,9.870539799598951E9,1.0836753815383167E10,1.189850445828924E10,1.424878350663963E10,1.735094794614354E10
-4712388.98038469,4.271069045025196E9,5.470994549316334E9,8.685305854982372E9,9.86751672350668E9,1.0849435949491545E10,1.1910001328518633E10,1.4155334639600258E10,1.7338517633934616E10
-4712388.98038469,4.4081401601848E9,5.523628795783848E9,8.712553131645939E9,9.862024729687738E9,1.0880497057420408E10,1.1919765597761297E10,1.406317819050691E10,1.7327315119420418E10
-4712388.98038469,4.544543774312162E9,5.577684549279738E9,8.717809923802969E9,9.85381029228542E9,1.0928405352883156E10,1.1928266757703094E10,1.3972394173061777E10,1.731734613625259E10
-4712388.98038469,4.679972963750841E9,5.633162666656794E9,8.703427739297405E9,9.84264392895421E9,1.0990620458436363E10,1.1936000238603094E10,1.3883057368687057E10,1.7308604580869957E10
-4712388.98038469,4.814102107984572E9,5.690051453054513E9,8.672316100561192E9,9.828333368385157E9,1.1064055126067684E10,1.194347325384924E10,1.3795238293953564E10,1.7301071819863075E10
-4712388.98038469,4.946582365778865E9,5.748325546825919E9,8.62749048481984E9,9.81073816192196E9,1.114553082639633E10,1.1951189240131765E10,1.37090045290152E10,1.7294716261758774E10
-4712388.98038469,5.077036567957432E9,5.807944106938932E9,8.571759560073769E9,9.78978505828432E9,1.1232094809722858E10,1.1959631710055565E10,1.3624422452704025E10,1.728949262181767E10
-4712388.98038469,5.205053477140043E9,5.868848120713001E9,8.507574166821304E9,9.765483279160063E9,1.1321176291685091E10,1.1969248469777187E10,1.3541559446584005E10,1.7285342564030285E10
