% Model:              phononic_alp0(thickness200,r85,isotrope,50eigenvalues-Size60).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 1 2024, 13:54
% Dimension:          1
% Nodes:              1891
% Expressions:        50
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
1.0471975511965977E7,4.634778360433586E9,5.879243579323334E9,8.670153935367249E9,9.824900376142492E9,1.0988618684953129E10,1.2091718861425486E10,1.3853940738533459E10,1.7363485802031765E10,1.8456925572318283E10,1.8778839678796818E10,1.9900929040295174E10,2.089205745234199E10,2.1613710064855835E10,2.2253093409700626E10,2.253975671769991E10,2.4344338828608013E10,2.513634802480395E10,2.650892890740113E10,2.6744657144176434E10,2.756931456383223E10,2.758985396010625E10,2.8402541345213516E10,2.906380035716608E10,2.9695839287613483E10,3.0410196216868523E10,3.057420182977993E10,3.0960332948443764E10,3.209223933769663E10,3.259589067335918E10,3.2780991109847046E10,3.3537271566023006E10,3.3780068176383255E10,3.418805184991666E10,3.51290831401174E10,3.527033782521717E10,3.570882999212055E10,3.670169578859015E10,3.768503049251102E10,3.790204875133538E10,3.811164056582504E10,3.897424503212737E10,3.9075339392250084E10,3.996901627935784E10,4.01666725946307E10,4.035334800368845E10,4.106527770781419E10,4.161382493751339E10,4.178211472538307E10,4.23543245355745E10,4.326992816036783E10
1.0733774899765128E7,4.767772888685376E9,5.929578035186962E9,8.64825904270832E9,9.81456790869354E9,1.1063077589936743E10,1.2097446252095118E10,1.3768305702979694E10,1.735456360436342E10,1.845390487127134E10,1.8838761672510475E10,1.9926844439826252E10,2.090126019193428E10,2.1552423542651432E10,2.2202680881283184E10,2.257691014005117E10,2.4318754903471382E10,2.524423369344142E10,2.6562544760228264E10,2.682447298947671E10,2.75928050677687E10,2.7596532183429512E10,2.836999257907545E10,2.894139141718299E10,2.9671671643716743E10,3.0414964225668568E10,3.0568520821712917E10,3.0856357842314564E10,3.2108817893844753E10,3.266976980342553E10,3.2797146134107E10,3.3603468609180595E10,3.388435737441238E10,3.414586756574817E10,3.521127414332603E10,3.521507938674977E10,3.5729127044669395E10,3.665137958979265E10,3.767263077700167E10,3.791907945673819E10,3.807265466800121E10,3.896677989305294E10,3.896790246154556E10,3.989094645303764E10,4.0066290799140076E10,4.031754469140206E10,4.105943707269929E10,4.165102243923879E10,4.166282069294543E10,4.233135598504318E10,4.3296214083478775E10
1.0995574287564276E7,4.899561908381485E9,5.981421365938099E9,8.611693847620464E9,9.801488990028185E9,1.1146625526322212E10,1.2102327293043526E10,1.368428978770011E10,1.7346891673820126E10,1.8451777358802E10,1.88994772672686E10,1.995459146489036E10,2.0910215130395664E10,2.1489002546457718E10,2.215245943099481E10,2.26167168989161E10,2.429537869544216E10,2.535125431727042E10,2.6612654160968483E10,2.690455307781545E10,2.7596450500003857E10,2.762087083819037E10,2.8337122902230686E10,2.8813993816835716E10,2.9654591164472008E10,3.0385145156060635E10,3.0562854773837166E10,3.0788509166833336E10,3.2126009522162373E10,3.274620474345049E10,3.2805666616826946E10,3.3675793001935566E10,3.393045858232893E10,3.4156503401960175E10,3.515712126379721E10,3.529707851473865E10,3.57547417257032E10,3.660417288367899E10,3.7657879662916565E10,3.793533418830567E10,3.8034056853880226E10,3.886238873081099E10,3.89608810351989E10,3.981375930928224E10,3.9955777856080284E10,4.02818417974897E10,4.1061365042461075E10,4.15450161519701E10,4.168432527446814E10,4.231122392924034E10,4.332372537047123E10
1.1257373675363425E7,5.02978931982929E9,6.03481245976005E9,8.563167914382539E9,9.785522443614288E9,1.1236328646605604E10,1.210687632425097E10,1.3601952075789528E10,1.7340440930736237E10,1.8450468639284622E10,1.8960909900971966E10,1.9984189572461227E10,2.0918829043182007E10,2.1423841386259716E10,2.2102229589693024E10,2.2658834156731136E10,2.4274517256242393E10,2.545672576597539E10,2.6660171456031807E10,2.6983828450651928E10,2.7600833007085464E10,2.7641908028150307E10,2.830407824678708E10,2.8685203622607685E10,2.9642203439289368E10,3.0312342395519157E10,3.0557083165577087E10,3.0765393746954975E10,3.2144114651623466E10,3.2808467091479965E10,3.282450964516124E10,3.3751709964274624E10,3.3897486415952766E10,3.4242609509111786E10,3.509715543394153E10,3.538438301659772E10,3.5785591109459305E10,3.6560204441527565E10,3.764029241290327E10,3.794097887941917E10,3.800545696699395E10,3.8763215385417175E10,3.895295160316999E10,3.973794604775286E10,3.983812936723957E10,4.024568471671748E10,4.106889467273976E10,4.142931543689771E10,4.171273206013681E10,4.229494546342034E10,4.335178833970495E10
1.1519173063162575E7,5.158071554062114E9,6.089782267231949E9,8.505099376256311E9,9.766581823555445E9,1.1329554876164623E10,1.2111606670291895E10,1.3521344354276953E10,1.7335167921046238E10,1.8449893774574753E10,1.90229769869182E10,2.001562723894639E10,2.0927029141488037E10,2.1357337153286106E10,2.2051815506161755E10,2.2702871951313854E10,2.4256290423496147E10,2.556013700315931E10,2.6705696870662945E10,2.7061520293410923E10,2.7606010209169098E10,2.7658983422434555E10,2.8271027706036564E10,2.855790457109623E10,2.963299447656699E10,3.0208670453157173E10,3.0551136462117813E10,3.0775080130480053E10,3.216334444554942E10,3.2807135957273315E10,3.2904085899507965E10,3.3828992883604385E10,3.383354746915505E10,3.4357184742887955E10,3.5035799637308495E10,3.5471701292853455E10,3.582170690248389E10,3.65196037619366E10,3.761929656508576E10,3.791374276845386E10,3.800895797050575E10,3.867038149450298E10,3.8943707421859535E10,3.966399601303447E10,3.971590209107306E10,4.020842883753162E10,4.108040840125445E10,4.13164500495505E10,4.1735231405209114E10,4.2283515894955696E10,4.337982734187606E10
1.1780972450961724E7,5.28399196677908E9,6.146354187877679E9,8.439541065872637E9,9.744649794743048E9,1.1424049911419777E10,1.211701622388957E10,1.3442512607587236E10,1.7331014676387867E10,1.8449960634828083E10,1.9085589975694305E10,2.004884996320499E10,2.093476116668668E10,2.1289889094224224E10,2.2001077573571686E10,2.2748394932122986E10,2.4240708262271626E10,2.5661072649754818E10,2.6749610053713863E10,2.7137026714628872E10,2.7612064906732952E10,2.7671027762456036E10,2.8238175198540977E10,2.8434782647703896E10,2.9626006222628654E10,3.0089897834028366E10,3.0544983544269527E10,3.0801952538321857E10,3.2183857977834106E10,3.2802900051549374E10,3.2984372881825127E10,3.3760534021172153E10,3.390577418943952E10,3.4479049255105484E10,3.49736449696216E10,3.555790150781623E10,3.5863139168441414E10,3.648253287938011E10,3.759423263593377E10,3.786660330992893E10,3.8031555727508E10,3.858501065423364E10,3.8932413133106636E10,3.959145954398309E10,3.959239585733905E10,4.016931425019648E10,4.109476031546241E10,4.12072894760122E10,4.175097503664346E10,4.227773485234263E10,4.3407355694512856E10
1.2042771838760873E7,5.407094629616064E9,6.204544189760032E9,8.368184835477034E9,9.719792445217344E9,1.1517935237899765E10,1.212357351729586E10,1.3365498865432987E10,1.7327908920381638E10,1.8450572966863464E10,1.9148654296308388E10,2.0083743659731148E10,2.094198712339987E10,2.122190567709487E10,2.194992138132421E10,2.2794925144757557E10,2.422770832275599E10,2.575917752177437E10,2.6792142244185604E10,2.7209816798523163E10,2.761912316539363E10,2.7676276869757973E10,2.8205776771662388E10,2.8318841726453796E10,2.962061807678673E10,2.996498169808168E10,3.053862399196821E10,3.083717277967407E10,3.22057843956182E10,3.279667646693545E10,3.306481380555782E10,3.368425427154362E10,3.3980514046312454E10,3.460286423559929E10,3.4911285480753235E10,3.564205093288276E10,3.590984553406062E10,3.644924515248563E10,3.75643728458655E10,3.781236218678191E10,3.806065851528998E10,3.850813187755427E10,3.891768792585775E10,3.946742429355436E10,3.952362435368411E10,4.012745340482799E10,4.1102851775397064E10,4.111115368862766E10,4.175950363261531E10,4.227798484665725E10,4.343396648241568E10
1.2304571226560025E7,5.526877582156917E9,6.264360647762048E9,8.292403595884183E9,9.692172694399893E9,1.1609668551425001E10,1.213170516433669E10,1.3290343368027088E10,1.732576468855189E10,1.845163311842147E10,1.921206889326663E10,2.0120110960321968E10,2.0948682832780994E10,2.1153820750203037E10,2.189830471877445E10,2.284194585095674E10,2.421717506031728E10,2.5854140799744225E10,2.6833422249391373E10,2.7279327588452114E10,2.762738533563918E10,2.7671877883388454E10,2.817416720362711E10,2.8213934387485104E10,2.961641535346057E10,2.9838256920349674E10,3.0532083163836205E10,3.0876487967061638E10,3.2229235919742718E10,3.2789144474509212E10,3.3144828377950504E10,3.3606842233128887E10,3.4051951493323315E10,3.472680805999981E10,3.4849337514441154E10,3.572332648631173E10,3.596152724974262E10,3.642020373574128E10,3.75289789355483E10,3.775404816606817E10,3.809370935811881E10,3.844061707170226E10,3.889683702663986E10,3.934746475862555E10,3.9458143833722244E10,4.0081846403486664E10,4.10042886187971E10,4.112903380959075E10,4.176091726658756E10,4.228406741309772E10,4.3459324521959785E10
1.2566370614359174E7,5.642785722317485E9,6.325803843116443E9,8.213305257467987E9,9.662061932405056E9,1.169799235107627E10,1.2141785429980938E10,1.3217087031173922E10,1.732448341571342E10,1.8453044385266956E10,1.9275724899475597E10,2.015763604727245E10,2.0954835463704815E10,2.1086122190236794E10,2.1846244371774807E10,2.288890641035059E10,2.4208950796278896E10,2.5945690525808662E10,2.687350287843821E10,2.734484469521587E10,2.763717592228493E10,2.7653721131777264E10,2.8125008631627842E10,2.814380217578318E10,2.9613111848223442E10,2.9711973736420902E10,3.0525408828729126E10,3.0917690422991943E10,3.2254315287127613E10,3.2780810104457016E10,3.3223777922922325E10,3.3529393238557343E10,3.411906041992313E10,3.478845550994686E10,3.485000260215945E10,3.5800960721915405E10,3.60173241760431E10,3.639634506276629E10,3.748743669751437E10,3.7693199165199005E10,3.812965538850592E10,3.8383318531540504E10,3.88646446334694E10,3.9237593074604195E10,3.939638948505786E10,4.003144472419074E10,4.091282370285097E10,4.114800782662835E10,4.1755874204437294E10,4.2295211857475945E10,4.348315980508138E10
1.2828170002158321E7,5.75420369498012E9,6.388864999884951E9,8.131785416426133E9,9.629849044446619E9,1.1781883884629036E10,1.2154128409535427E10,1.314577424780646E10,1.7323955524408573E10,1.8454712972971703E10,1.933950272076757E10,2.0195830110519306E10,2.096044116604629E10,2.1019400216210125E10,2.1793824413824944E10,2.293522829300008E10,2.4202842569471592E10,2.603359413738838E10,2.691237413396566E10,2.7405352692862797E10,2.7617641992866325E10,2.7649008567658325E10,2.8056949663364525E10,2.8115326578506958E10,2.958746433492813E10,2.96105038066598E10,3.0518668553990395E10,3.0959450275826504E10,3.2281119742824306E10,3.277205662494778E10,3.3300826412582306E10,3.3452749446821163E10,3.4181008302980057E10,3.472935158188639E10,3.49718755289789E10,3.5874205237381775E10,3.607514556151563E10,3.637971058254586E10,3.743950562767965E10,3.7631155311387794E10,3.8166563395825745E10,3.833793742146622E10,3.881271034954327E10,3.914689725278448E10,3.9338758137996E10,3.997528058211679E10,4.08296273867258E10,4.116778762758638E10,4.174541199048438E10,4.231026239248574E10,4.350526219349892E10
1.3089969389957473E7,5.860449413042468E9,6.453524617029739E9,8.04857367149562E9,9.59604598512022E9,1.1860511716689262E10,1.21689828867496E10,1.3076456172748049E10,1.7324062521705364E10,1.845654958547241E10,1.940326639431639E10,2.0233943136828987E10,2.0954429232730125E10,2.0965502893524555E10,2.1741207752999123E10,2.298031232482687E10,2.4198627137564617E10,2.611766266664698E10,2.69499672209833E10,2.7459393397488052E10,2.756272789991848E10,2.76636066881755E10,2.801129564109803E10,2.8089685152063976E10,2.9465634301464466E10,2.9608441962408207E10,3.0511947312540802E10,3.1000826208231064E10,3.230974276143345E10,3.2763181916953228E10,3.33656463291115E10,3.3387000221900517E10,3.423710098120895E10,3.4672831358992584E10,3.509195213931369E10,3.594229966119458E10,3.61301951800932E10,3.6374889187687004E10,3.7385647616637985E10,3.756899412426604E10,3.819759072380298E10,3.8310819688553154E10,3.8734196350010124E10,3.908284895356139E10,3.928559855927042E10,3.991265414917537E10,4.0755635771783394E10,4.118814883463133E10,4.173070601434469E10,4.2327928789376915E10,4.352547685474473E10
1.3351768777756622E7,5.960769232193875E9,6.519749630903791E9,7.964272818350642E9,9.561288995211414E9,1.1933200075355984E10,1.2186529396797722E10,1.300919485099572E10,1.732467958076121E10,1.8458470667796272E10,1.9466853387189888E10,2.027081755240489E10,2.089230763847764E10,2.0970028468879063E10,2.1688652951908333E10,2.3023547277782116E10,2.419605547004974E10,2.619775668556667E10,2.6986151637835213E10,2.7493203121665714E10,2.7505145810402573E10,2.768164511850832E10,2.7984363312283455E10,2.8068292231151787E10,2.934718348950126E10,2.9606814123412632E10,3.050534493046404E10,3.1041052036982044E10,3.2340274085401188E10,3.2754425613005463E10,3.3300579717987923E10,3.3449401034662994E10,3.4286677209714508E10,3.461987629909095E10,3.520976683019481E10,3.600443719532585E10,3.617332162424259E10,3.6390639019564674E10,3.7327244845880714E10,3.750732281579105E10,3.8205630553647156E10,3.8318336126964874E10,3.863215852864034E10,3.904302241191997E10,3.923720552849975E10,3.984332612060474E10,4.069136775585777E10,4.120889964532763E10,4.1712885548644226E10,4.234698136839993E10,4.3543699822173E10
1.3613568165555771E7,6.054336303790303E9,6.587488482052475E9,7.879392452640499E9,9.526334334828957E9,1.199940034259073E10,1.2206878297025074E10,1.2944068977117619E10,1.732567855038945E10,1.8460399340807793E10,1.9530056735730164E10,2.0304650516943417E10,2.083468947640595E10,2.0974028914706768E10,2.163653882784179E10,2.3064319890861027E10,2.4194857645982857E10,2.6273791462205425E10,2.7020726571960045E10,2.7415615146811146E10,2.7541145804843395E10,2.7702809693338543E10,2.7970065902470654E10,2.8053241132456985E10,2.923271994773692E10,2.9605534065564808E10,3.0498973110750412E10,3.107943934220802E10,3.237279821911197E10,3.2745988635837147E10,3.322798515880059E10,3.351706481080351E10,3.4328861290909847E10,3.457185999479396E10,3.532481183791095E10,3.605971981731147E10,3.619620187187335E10,3.643467574845668E10,3.726650442750532E10,3.744634246769647E10,3.819194078052348E10,3.835832498869882E10,3.851593294831953E10,3.901876287028816E10,3.919382012036065E10,3.976763307967629E10,4.063682467615577E10,4.122985426616211E10,4.169294884802557E10,4.23663501438729E10,4.355987307914679E10
1.3875367553354919E7,6.140254207238239E9,6.656662137501735E9,7.794380149210551E9,9.49204703351989E9,1.2058668477680279E10,1.2230066520257175E10,1.2881182989147814E10,1.732693130338579E10,1.8462266071907635E10,1.959259397077639E10,2.0332665097553215E10,2.0784110137289288E10,2.097751705067686E10,2.1585399968430637E10,2.3102026337882214E10,2.4194748831435204E10,2.6345736820820667E10,2.7053407532417126E10,2.7335475625758476E10,2.7567452685958004E10,2.7724547239190533E10,2.796327681414208E10,2.8047366585919716E10,2.9122836201098015E10,2.9604534305744423E10,3.0492951867399963E10,3.1115333727389862E10,3.2407391014214245E10,3.2738047000538483E10,3.315706157708611E10,3.3580164206199696E10,3.436191048578915E10,3.453116068487387E10,3.5436494769829834E10,3.610710131620977E10,3.620214328745608E10,3.650282998743317E10,3.720612273335316E10,3.738617770166285E10,3.817377623962948E10,3.839314580197203E10,3.841250509688448E10,3.900324962932986E10,3.915563899048982E10,3.968647344100923E10,4.059152893382653E10,4.125080606863696E10,4.167175780096452E10,4.238514993544437E10,4.35739786965813E10
1.413716694115407E7,6.217568486551379E9,6.727146652728913E9,7.709655911331039E9,9.45938073321658E9,1.2110647144445608E10,1.225604844538537E10,1.2820683336570637E10,1.7328313305729515E10,1.8464009127991035E10,1.9654052285239536E10,2.0350929279170788E10,2.0744174243195293E10,2.0980506342190224E10,2.153597658021672E10,2.313608503974039E10,2.4195436817062523E10,2.641360264757641E10,2.708380978214555E10,2.7256436627874207E10,2.7585770099315685E10,2.7742524806430126E10,2.7960668538039116E10,2.8053620225515945E10,2.9018186493296284E10,2.960376133331934E10,3.0487405303763542E10,3.114809916384663E10,3.2444113072185375E10,3.273076098283563E10,3.3088221123376225E10,3.363758644838375E10,3.438173947615643E10,3.450258941195583E10,3.5544089986200485E10,3.614533088523099E10,3.619975433776875E10,3.658529918343647E10,3.7148975899377174E10,3.7327210994790115E10,3.8157177428102196E10,3.826857423052897E10,3.847367714971876E10,3.899274892175393E10,3.912283703009735E10,3.960119452381334E10,4.055467985257864E10,4.127149503410685E10,4.165007982795303E10,4.240266749201956E10,4.358603177549524E10
1.4398966328953218E7,6.285288927717878E9,6.798736282961426E9,7.625662001974668E9,9.429346483332508E9,1.215505150818805E10,1.2284670839993607E10,1.2762791243704918E10,1.7329707266872272E10,1.84655748563979E10,1.9713789032140514E10,2.035523491287074E10,2.071871262582392E10,2.0983009976121193E10,2.1489280461787464E10,2.3165950557064205E10,2.4196631365236485E10,2.647739042950773E10,2.711143214540025E10,2.7180785228391926E10,2.759823701348717E10,2.7753456463299145E10,2.796026404830902E10,2.8073355886037632E10,2.891960269024282E10,2.960317244649962E10,3.048245677653003E10,3.117711927553692E10,3.2482996415916782E10,3.272428019021469E10,3.302171767943343E10,3.3688344451632828E10,3.438281217416655E10,3.449244686517974E10,3.56466680000582E10,3.617294444271503E10,3.6194411396509476E10,3.667502002148564E10,3.709794609062826E10,3.727027058089128E10,3.814336344701111E10,3.81456048381598E10,3.853923976977549E10,3.898535304797825E10,3.9095612761917076E10,3.951347995542169E10,4.052534737881051E10,4.129156251250467E10,4.162865720815106E10,4.241833628027497E10,4.359607222725114E10
1.4660765716752369E7,6.34242491580905E9,6.871056333165461E9,7.542959875761309E9,9.402968761390127E9,1.2191657915255365E10,1.2315606239549295E10,1.2707876963066841E10,1.7331006718267925E10,1.8466917836809387E10,1.977074551138552E10,2.0343980318304535E10,2.070901240982547E10,2.098504013488884E10,2.1446671259099335E10,2.319112810856808E10,2.4198055310304096E10,2.6536964832071266E10,2.7110099522345016E10,2.7135648774955784E10,2.7606523651578403E10,2.7757309268968052E10,2.796090413223421E10,2.8104813933201466E10,2.882831165055665E10,2.9602733664389584E10,3.0478223600366013E10,3.120181009956177E10,3.2524013882319427E10,3.2718744781269993E10,3.295780231488439E10,3.373148717418287E10,3.4369159380663826E10,3.449745410203534E10,3.574297120455862E10,3.618841368000681E10,3.618859752334584E10,3.6766994927800735E10,3.705575432421299E10,3.721671132143563E10,3.802752287220116E10,3.813242977297584E10,3.860725670134127E10,3.898006002271752E10,3.90742789929072E10,3.9425358085313156E10,4.050263124867285E10,4.1310484778649414E10,4.1608298803568054E10,4.243171167803517E10,4.3604155710200935E10
1.4922565104551518E7,6.388034552855383E9,6.943325105458252E9,7.462475555397328E9,9.381228522069576E9,1.22202948971335E10,1.2348168628767323E10,1.265665114174338E10,1.733211936419517E10,1.8468000942731773E10,1.9823095057820225E10,2.0320738983048E10,2.071154442474446E10,2.0986607439482433E10,2.140991512469306E10,2.321118806670008E10,2.4199456975909714E10,2.659172812151433E10,2.7045912988901253E10,2.715572242452781E10,2.7611762504646015E10,2.7756521361334385E10,2.7961901568022358E10,2.8143502239353004E10,2.8746383374236176E10,2.960241837368744E10,3.047481155848748E10,3.1221640818614017E10,3.256699437550176E10,3.2714283109652412E10,3.2896825946167187E10,3.376612695656505E10,3.4351912428986973E10,3.450717024866385E10,3.5831146357471985E10,3.618345049456162E10,3.619064590417531E10,3.6856065257130424E10,3.702457975918709E10,3.716849795811637E10,3.791867427934058E10,3.8124209737895035E10,3.8675045490000565E10,3.897631931611015E10,3.90594458268644E10,3.9339489137472755E10,4.048575770829435E10,4.132748069154132E10,4.1589993732092415E10,4.244245110345979E10,4.361034427385724E10
1.5184364492350666E7,6.421285155599339E9,7.013565398667443E9,7.386293525152412E9,9.364995999967337E9,1.2240836127497114E10,1.2380751577172834E10,1.2610732779406752E10,1.7332970055727398E10,1.8468795345926952E10,1.986762645107006E10,2.029310596767333E10,2.071976862380702E10,2.0987720534066658E10,2.1381152249609608E10,2.3225779620461086E10,2.4200623065216103E10,2.6639790325013393E10,2.699073135485541E10,2.7170857798842175E10,2.7614780439926064E10,2.7753927834157993E10,2.7962845959539883E10,2.8183054928240185E10,2.8677650920379387E10,2.9602206479898785E10,3.0472309576053715E10,3.123615920157821E10,3.261131861731941E10,3.2711006418580288E10,3.2839547436219093E10,3.3791488998988476E10,3.433737740814975E10,3.451587511086116E10,3.590802124921143E10,3.617952030231761E10,3.6180160303985886E10,3.693490291264703E10,3.7005321329798836E10,3.7128420662300316E10,3.782595266268481E10,3.811850335052436E10,3.8737690344794235E10,3.897381862573855E10,3.905230061599558E10,3.926011495986341E10,4.047412221925563E10,4.1341416992112595E10,4.157502232465668E10,4.245029971108194E10,4.361469739698316E10
1.5446163880149815E7,6.441518654426898E9,7.075324693968903E9,7.320940392321336E9,9.354959963954853E9,1.225319510039014E10,1.2408982063945087E10,1.2574500302224358E10,1.7333503254382965E10,1.84692804913108E10,1.9899035688118797E10,2.0270313718498528E10,2.0727478758782402E10,2.098838578846732E10,2.1362647048813736E10,2.3234642703981823E10,2.4201390830057274E10,2.667604335054862E10,2.6950056504651985E10,2.7180309169552433E10,2.761625278878314E10,2.775160853164045E10,2.7963497529844757E10,2.8214640371553158E10,2.8629183200135216E10,2.9602083900893887E10,3.047078496829323E10,3.124501801932303E10,3.265431375692793E10,3.270900177050074E10,3.2788739624867756E10,3.3806966696699673E10,3.432802554603958E10,3.4521543050170944E10,3.5966741348753E10,3.616190800161144E10,3.6177081564290726E10,3.699217172038629E10,3.6996617849880424E10,3.710054821161171E10,3.776044450933061E10,3.811514791326123E10,3.8785674219548904E10,3.897238152935395E10,3.905397654134499E10,3.9195989897800964E10,4.046729933760329E10,4.135082561897945E10,4.156495036796091E10,4.245508085157878E10,4.361726412912188E10
1.5707963267948966E7,6.4483115671688175E9,7.105201490038872E9,7.289861124136353E9,9.351563872091015E9,1.2257321395162367E10,1.2421702504689941E10,1.255911310009436E10,1.7333684874905056E10,1.846944406375705E10,1.9910659873716682E10,2.0261320910415386E10,2.073053613669758E10,2.0988607099515957E10,2.1356233588986504E10,2.3237617301601986E10,2.4201658142203285E10,2.6690368456421803E10,2.693422849908108E10,2.718353152174138E10,2.7616678420747593E10,2.7750707826827038E10,2.7963730612065712E10,2.822714054646204E10,2.8611151607608482E10,2.960204228620971E10,3.0470279677917545E10,3.1247998247003105E10,3.2679206531686226E10,3.2708324922383514E10,3.2761235968338036E10,3.3812172120744423E10,3.4324817669129025E10,3.452349174434959E10,3.5991106491763275E10,3.615108023728811E10,3.617626396164295E10,3.699467600227435E10,3.70137683498551E10,3.709019378868478E10,3.77361189517784E10,3.8114041244423546E10,3.8804579766060036E10,3.897191744131787E10,3.905821735480439E10,3.91680056775297E10,4.0465038475866844E10,4.135427002267908E10,4.156127039301667E10,4.245669020042707E10,4.361807696932369E10
5497787.143782138,2.367159452267806E9,5.081895386668601E9,6.296096817008451E9,9.77966417225319E9,1.1499169155587229E10,1.1788866597604189E10,1.5558088494501146E10,1.7711384372436836E10,1.788368751151023E10,1.8621815290264725E10,1.9668613714044647E10,2.087914395236346E10,2.2183216395873154E10,2.2479992831756813E10,2.269433738403695E10,2.3659787746444996E10,2.479074398514158E10,2.5405596872766647E10,2.5657304440117073E10,2.677955322508262E10,2.7632751415789745E10,2.8783600399631325E10,2.9596871097630833E10,2.9762456654544697E10,3.0454040735722763E10,3.0991328470281986E10,3.1446490898575882E10,3.1503535319375965E10,3.1601763547799225E10,3.288872754725185E10,3.323220080244161E10,3.3400268109424614E10,3.358552480787487E10,3.562849096000678E10,3.574449199364153E10,3.6185798158041595E10,3.774940730700788E10,3.7760636278954544E10,3.786473428278972E10,3.8743451127246895E10,3.897021244604596E10,4.005063414105423E10,4.0748202324074554E10,4.08652618322076E10,4.125831389552926E10,4.13258301800145E10,4.161799342018641E10,4.317959277161401E10,4.350153299135088E10,4.361950542831621E10
5759586.531581287,2.463561949058133E9,5.17552069669864E9,6.446707351109139E9,9.782021071610222E9,1.1562870615317997E10,1.1699301759101242E10,1.5465126403519302E10,1.770449827420602E10,1.7901723447645603E10,1.8621234163130344E10,1.9673179844334282E10,2.0852533322021904E10,2.217559626182449E10,2.244694803679046E10,2.2764306202437634E10,2.3626992047388977E10,2.489611383105279E10,2.534015949914106E10,2.572338706048462E10,2.6821290399290676E10,2.7626244628772766E10,2.879139742846166E10,2.959699893160719E10,2.9783899741977497E10,3.046254939113755E10,3.1020184884542313E10,3.1510588108538948E10,3.154355516837639E10,3.1666668776299168E10,3.280085470874764E10,3.329785410286009E10,3.3301934649766716E10,3.355518929748985E10,3.5605630006243576E10,3.568617279774504E10,3.614346775221092E10,3.775052377721962E10,3.776146929839527E10,3.78086186660803E10,3.869666553404094E10,3.8984966560201904E10,4.0078554486346176E10,4.079832240961309E10,4.081031894351711E10,4.117708342941242E10,4.12726348721902E10,4.1647628095315216E10,4.310855709683688E10,4.35030315956029E10,4.3568980106937935E10
6021385.919380437,2.5645703392068114E9,5.253849977646031E9,6.610615235791116E9,9.785065817903984E9,1.1609629365041578E10,1.162451643783613E10,1.5371231273362118E10,1.769041459057451E10,1.792853791605447E10,1.8618962423407658E10,1.967814988826739E10,2.0828741080897015E10,2.216652772997639E10,2.241762170226671E10,2.282087953388412E10,2.3609838176439117E10,2.5002170266821114E10,2.5272675452139206E10,2.578793476384412E10,2.6866258193085884E10,2.7620185089822903E10,2.8795358177968533E10,2.9595693628833305E10,2.9808346096652664E10,3.046912952057885E10,3.103380742477151E10,3.157780713965572E10,3.157944353700958E10,3.1747992769391964E10,3.271508040551627E10,3.3196420443409824E10,3.336856120303181E10,3.352676317721956E10,3.5585368111237175E10,3.562626395706944E10,3.610195267637256E10,3.774977578336268E10,3.77512021644456E10,3.776292095206387E10,3.865132836282541E10,3.899783608524945E10,4.010785989891373E10,4.075109279256804E10,4.0848325717741684E10,4.109496836036832E10,4.121746442679842E10,4.167341382912831E10,4.303569635913519E10,4.350397483539049E10,4.351779896683412E10
6283185.307179587,2.6698698271084375E9,5.320210731223972E9,6.783939823485807E9,9.788696408664728E9,1.152037737129629E10,1.1683783960686476E10,1.527658669313801E10,1.7672196545315216E10,1.7961147712795933E10,1.86151308321157E10,1.9683592389036854E10,2.0807849540158653E10,2.21558486619803E10,2.2392022418253765E10,2.2858924823566925E10,2.3613284109974575E10,2.510868565976843E10,2.520420972760347E10,2.5851023107864056E10,2.6913440600083363E10,2.761457597959807E10,2.8795553606432228E10,2.959329557083992E10,2.9835607056795837E10,3.047377822750672E10,3.103112979948078E10,3.1615141394024105E10,3.1648013548934185E10,3.1841200706268852E10,3.2634164234260006E10,3.30849044562338E10,3.3442967867835556E10,3.349966657687188E10,3.55649023821966E10,3.5567649300111885E10,3.606107106779189E10,3.768855720976113E10,3.7751341381656166E10,3.77651034324944E10,3.860737111646261E10,3.9008815490299324E10,4.013828119463224E10,4.068699281560755E10,4.0897977616925095E10,4.101319898175883E10,4.116030524020728E10,4.169420481086966E10,4.29621988549469E10,4.3466780015408104E10,4.34943599039209E10
