% Model:              phononic_alp0(thickness200,r85,isotrope,50eigenvalues-Size60).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 1 2024, 13:54
% Dimension:          1
% Nodes:              1891
% Expressions:        50
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
5759586.531581287,1.6712849772069094E9,1.7784833581092823E9,5.77331641946958E9,9.963147274243723E9,1.0422953919717724E10,1.2817241845170786E10,1.6690773343060463E10,1.73692431446427E10,1.821510792400824E10,1.8364254311286037E10,1.9610894927049553E10,2.1589931333685074E10,2.164015800390669E10,2.219864795323573E10,2.3421347095983353E10,2.3824053933868683E10,2.404242095283826E10,2.474415918650201E10,2.511888462332704E10,2.751180520734647E10,2.7778568964217594E10,2.8319309424161644E10,2.868481223312706E10,2.975114593426894E10,3.0316256534237923E10,3.0522074366146004E10,3.0815398427927082E10,3.0944012225723396E10,3.139111387637907E10,3.2651850455403828E10,3.3939682426292904E10,3.3949626466566925E10,3.4067590247398174E10,3.610823476079075E10,3.631127843548741E10,3.7257526977759926E10,3.773904924692167E10,3.7757262539329895E10,3.779026298132235E10,3.888462929142973E10,3.959246429705195E10,3.975690999894796E10,4.045696849010783E10,4.1006430396036224E10,4.116667448738024E10,4.179700460250399E10,4.210768035239283E10,4.3581177317549805E10,4.363852133172128E10,4.420659247791922E10
6021385.919380437,1.8033634588806689E9,1.8622375027972856E9,6.016623182074429E9,9.991417418555077E9,1.0459402812786516E10,1.267587959583538E10,1.656482927919444E10,1.735106672988695E10,1.8255183253456264E10,1.8325564574514835E10,1.9619269545201828E10,2.1630716020362286E10,2.1781680308521027E10,2.218738075638556E10,2.3546210534300575E10,2.3820997101625145E10,2.4059959361204887E10,2.4625421774343987E10,2.5107742407896065E10,2.7512416843040195E10,2.7758423651112354E10,2.8298010116309723E10,2.8694521222071815E10,2.9780105534193394E10,3.030374370203051E10,3.056896797844282E10,3.0874566340326538E10,3.1074732045299843E10,3.1482031119283676E10,3.2716553113872425E10,3.378417582190007E10,3.39049957973788E10,3.3912026010236103E10,3.6076359212847946E10,3.620461012513208E10,3.7184151738832794E10,3.773686450911406E10,3.776155393275904E10,3.777970960761334E10,3.887659667377412E10,3.96434319629905E10,3.979820508310773E10,4.052156214174296E10,4.105784230534206E10,4.114733247636482E10,4.170307295286101E10,4.2087481235190506E10,4.35355170212355E10,4.358465705934489E10,4.417890935039484E10
6283185.307179587,1.938084683967632E9,1.946260357074021E9,6.25711133213272E9,1.0020957869610329E10,1.0492505181963474E10,1.2534250371013979E10,1.6439299536262608E10,1.7332897501066647E10,1.828796823064379E10,1.829635996725552E10,1.962882373720214E10,2.1673683946455177E10,2.1923619296111553E10,2.2175186672121666E10,2.3667201241612045E10,2.3818180317229183E10,2.4081005246172207E10,2.4507776812512436E10,2.509683623191606E10,2.7512418904484936E10,2.773947299094439E10,2.8276672979355618E10,2.8703079871853683E10,2.9809887279993496E10,3.0290385087181534E10,3.061995770853936E10,3.092533511171406E10,3.1206962391968628E10,3.158379840215827E10,3.275105903251608E10,3.3650629307396904E10,3.374179629952682E10,3.3883505848154175E10,3.604583656195014E10,3.6096862397806E10,3.71068865286563E10,3.77347149582834E10,3.7766240577727135E10,3.7768957986678474E10,3.886526549765364E10,3.969652486277337E10,3.983753309167635E10,4.0585068843444305E10,4.109555760019851E10,4.110969713759545E10,4.1607541821355774E10,4.20945441449194E10,4.342745216748928E10,4.3589348079840355E10,4.415580034196759E10
6544984.694978736,2.0305351820985205E9,2.0752053226882262E9,6.494599428562708E9,1.0051765667582432E10,1.0521884111804468E10,1.2392550287366062E10,1.6314289384444601E10,1.7314823247818096E10,1.8251688868699444E10,1.8338670330306E10,1.963962831092452E10,2.1718865790280228E10,2.2065561194021603E10,2.2162060249810013E10,2.378131292003795E10,2.3815632060069847E10,2.4108359843647762E10,2.4391416718383762E10,2.5086224966899353E10,2.7511837854263676E10,2.7721657008166885E10,2.825534911923187E10,2.8710668816002674E10,2.98405059553786E10,3.02762687143607E10,3.067463671544405E10,3.0969353513608067E10,3.1340428355026844E10,3.1694457958492744E10,3.2735978142020348E10,3.3568682826094402E10,3.3578268722716957E10,3.385418851333972E10,3.598814752537639E10,3.6016613487191505E10,3.702627377975664E10,3.773256837606299E10,3.775807528752195E10,3.77713559549789E10,3.885109122013506E10,3.975115228156545E10,3.9874662342917595E10,4.0646504993943184E10,4.101705608953807E10,4.116211054952619E10,4.15108325410045E10,4.212323516300968E10,4.3316135022041084E10,4.359514352658084E10,4.413648541347091E10
6806784.082777886,2.1150407782503338E9,2.2144897989325476E9,6.728898804483645E9,1.0083836553887913E10,1.0547189901181797E10,1.2250963413164576E10,1.6189895732668102E10,1.7296930813566216E10,1.8216931900136723E10,1.8382142316171894E10,1.9651753733202805E10,2.1766285724555077E10,2.2148000652328102E10,2.220702767639298E10,2.3813381374562313E10,2.3882595592520397E10,2.4147770419590034E10,2.427661176115274E10,2.5075964736932816E10,2.751070634069475E10,2.770492018320539E10,2.823408926524379E10,2.8717441150180485E10,2.9871980753986004E10,3.0261434306332855E10,3.0732457697873974E10,3.1008319822985394E10,3.1474739215591652E10,3.1812080049161255E10,3.2660127224499615E10,3.3414828751837208E10,3.354995512180807E10,3.3824122270216152E10,3.587857715619988E10,3.598862420936086E10,3.694281017874882E10,3.773039577299741E10,3.7747120790695E10,3.777693794849863E10,3.883447821166783E10,3.980678184891405E10,3.990927918117647E10,4.070480471636277E10,4.091895439289545E10,4.121520097552277E10,4.1413432644411644E10,4.2166444745761925E10,4.32032930846305E10,4.360194663796774E10,4.412032900819757E10
7068583.470577035,2.1997510751938567E9,2.3557096930723805E9,6.959813483649109E9,1.0117164763178036E10,1.0568103365644533E10,1.2109664231255701E10,1.6066208805437359E10,1.7279305457324608E10,1.818388190234262E10,1.8426799824173126E10,1.96652701563973E10,2.1815959589873398E10,2.2133011205714626E10,2.2347420121374214E10,2.381145887131974E10,2.396217813988382E10,2.41637632454185E10,2.420790561551278E10,2.5066108828378635E10,2.7509061345239246E10,2.7689211455058247E10,2.8212944128268494E10,2.8723527391485268E10,2.990433487024428E10,3.0245896541566513E10,3.0792643313166534E10,3.1043666817038757E10,3.160928250850261E10,3.1935049570188366E10,3.253446767156424E10,3.3252115260746216E10,3.358414181848258E10,3.3793358390287556E10,3.5768264020714966E10,3.59617882612806E10,3.685695640259526E10,3.772816986268324E10,3.7736146798077705E10,3.778302926207948E10,3.881578380453502E10,3.986293491876059E10,3.994095285405997E10,4.075877607390919E10,4.08072507452268E10,4.126908769080865E10,4.131593308138369E10,4.221810847406529E10,4.3090628223375786E10,4.360966918839487E10,4.406043409195705E10
7330382.8583761845,2.2846346785051317E9,2.4986430211121507E9,7.1871401747143135E9,1.0151742787320923E10,1.0584339014908377E10,1.196881983922948E10,1.5943313570561218E10,1.726203020268521E10,1.815270017378506E10,1.847266293349318E10,1.9680247387194283E10,2.1867892852708794E10,2.2117098838376915E10,2.248591707300973E10,2.380989696750111E10,2.4016374835885296E10,2.4053503708519676E10,2.4292247977576355E10,2.505670765848358E10,2.7506942437069546E10,2.7674484205713875E10,2.8191964705099205E10,2.872903959406537E10,2.993759507074913E10,3.0229656073433407E10,3.0854008679066845E10,3.1076495069991528E10,3.1742980861858765E10,3.20621174060518E10,3.2379709883291496E10,3.3091238297772675E10,3.3651590448885708E10,3.376194609836724E10,3.565732335247878E10,3.593600664710509E10,3.676914911930641E10,3.772519924241754E10,3.772586380691352E10,3.778967789750135E10,3.879532345612819E10,3.991918172570603E10,3.996908419690993E10,4.068621227689728E10,4.080705161631326E10,4.121908164035241E10,4.132388850400737E10,4.227376285257304E10,4.29798959819356E10,4.3618229854767525E10,4.392486592049995E10
7592182.246175333,2.369654367476192E9,2.6430734004896054E9,7.410668357788774E9,1.0187561106300495E10,1.0595648025778843E10,1.1828591939725151E10,1.5821290978831472E10,1.7245185175068752E10,1.8123522593820686E10,1.8519748166315407E10,1.96967547759261E10,2.192207832458874E10,2.210027346190321E10,2.2621271234303688E10,2.380873103098507E10,2.394689774393766E10,2.4052354360814312E10,2.4393423500649166E10,2.5047808797383347E10,2.750439017950683E10,2.7660696234064404E10,2.81712025290902E10,2.8734074742148106E10,2.997179122709158E10,3.0212705319334923E10,3.091458940885871E10,3.110761658726903E10,3.187366286373492E10,3.2192347209038544E10,3.2212087852824326E10,3.2934408883546745E10,3.372993163737132E10,3.3737899529451683E10,3.55458741892168E10,3.591115539579488E10,3.6679815447462265E10,3.771431806516058E10,3.7723450110403175E10,3.779693768134288E10,3.877337604717621E10,3.997513707668756E10,3.9992832043449356E10,4.055869967061955E10,4.084804086059394E10,4.112385860777176E10,4.137971711025614E10,4.233013855981892E10,4.28729826777912E10,4.3627552566300865E10,4.378983733863071E10
7853981.633974483,2.4547665382382245E9,2.7887891078604293E9,7.630180478617503E9,1.0224607879852034E10,1.060182092681002E10,1.1689138666977255E10,1.5700219065615005E10,1.7228846928271416E10,1.809645788033521E10,1.8568068741499016E10,1.97148610045122E10,2.1978493614611362E10,2.208254726936941E10,2.2751378317656178E10,2.3808000289476364E10,2.3845871137041462E10,2.407866986184917E10,2.450267075540431E10,2.503945703582991E10,2.750144471149666E10,2.7647809726223087E10,2.815070986584402E10,2.8738717538676933E10,3.00069557890714E10,3.0195031815180508E10,3.0970819270747948E10,3.1137623996758934E10,3.199618785271474E10,3.2043068754659737E10,3.232504017466034E10,3.278681483955814E10,3.36973573719533E10,3.383503195102399E10,3.5434040713395966E10,3.588707477479E10,3.658939120099225E10,3.770353740673294E10,3.7720899572268814E10,3.780486882144568E10,3.8750188802697685E10,4.0011013513767166E10,4.003045690363513E10,4.042662313437568E10,4.0879901037092804E10,4.1031578503390785E10,4.143668017800043E10,4.23845573905752E10,4.2771958768858795E10,4.3637564464459854E10,4.3656632682739235E10
8115781.021773632,2.5399205859371037E9,2.935582029121786E9,7.845452266215761E9,1.0262868592297182E10,1.0602689914836412E10,1.1550616289812E10,1.5580173956313164E10,1.7213087761713997E10,1.807158633159158E10,1.8617634806684055E10,1.9734633751128643E10,2.2037098281897667E10,2.206393397924966E10,2.287231115472178E10,2.3754174871255436E10,2.380774901040106E10,2.410012289158539E10,2.4614976277558273E10,2.5031694488716873E10,2.7498144508264267E10,2.763579122837023E10,2.813053985094933E10,2.8743042695351864E10,3.0043123175118965E10,3.017662036816518E10,3.101569033038625E10,3.1166952285673855E10,3.188384464110547E10,3.209623276945373E10,3.2459666881362595E10,3.2662834554413525E10,3.366426092090177E10,3.393866516636286E10,3.532195382558383E10,3.586355105665383E10,3.6498345860028305E10,3.769288563549437E10,3.771818021653553E10,3.781353846120148E10,3.872598161044698E10,4.002198749029922E10,4.008483571766813E10,4.02912886409904E10,4.090055613719467E10,4.0944008590855515E10,4.149487428738067E10,4.2434317308443474E10,4.2679078253417435E10,4.352711810907944E10,4.364819677534252E10
8377580.409572782,2.6250582193406415E9,3.0832464966932306E9,8.056253189692948E9,1.0302325641357622E10,1.0598130735813253E10,1.1413180826224478E10,1.5461230812088062E10,1.719797503065456E10,1.804895912454752E10,1.8668453640802174E10,1.9756139210029236E10,2.2044448032340725E10,2.209783064781746E10,2.2976209557408863E10,2.36794934952762E10,2.380802789845014E10,2.4118976627187878E10,2.4727860903989197E10,2.5024560722122276E10,2.749452530954385E10,2.7624611627454594E10,2.8110746564763878E10,2.874711681414618E10,3.008032905454047E10,3.015745460024E10,3.1035319336152306E10,3.1195925619295532E10,3.1750595726305885E10,3.2135798136061108E10,3.2595816980418842E10,3.2600531640540024E10,3.3630674333050823E10,3.4046360675514263E10,3.5209753235941635E10,3.584028514732469E10,3.6407219929244255E10,3.768238522761656E10,3.7715256129043495E10,3.782302117715093E10,3.870095067329568E10,4.002357095330239E10,4.013800482805739E10,4.015362344769399E10,4.0863454403034775E10,4.0907807802373856E10,4.155438287914601E10,4.247598215889381E10,4.259668172372663E10,4.340424501545884E10,4.3659377717527626E10
8639379.797371933,2.710112701079138E9,3.231578003560891E9,8.262347069145396E9,1.034295785965629E10,1.058806408301619E10,1.1276989600278318E10,1.5343464748739038E10,1.7183570453022102E10,1.8028598220888535E10,1.8720529821380768E10,1.9779441445717937E10,2.202410375438308E10,2.2160604220260933E10,2.304814226455575E10,2.3636581496693836E10,2.3808895762563698E10,2.4136316483992195E10,2.4840018940394043E10,2.5018092889078304E10,2.749061919137835E10,2.7614246144188103E10,2.809138503695721E10,2.8750999934363907E10,3.0118609493878864E10,3.0137518190131706E10,3.1007950127186733E10,3.1224790656544308E10,3.166641585975077E10,3.207802425209271E10,3.2636839408572567E10,3.2733160083259007E10,3.359662332699877E10,3.415663682775843E10,3.509759055917652E10,3.581683758847299E10,3.631668521042921E10,3.767205249832454E10,3.771208612503966E10,3.783339932653379E10,3.867527151374664E10,4.001301582703601E10,4.001442251106474E10,4.018973108967173E10,4.079267924042208E10,4.089957757628473E10,4.16152734022208E10,4.250445886640038E10,4.252696481654794E10,4.3292836160230446E10,4.3671036887458145E10
8901179.18517108,2.795008006752017E9,3.3803717776442E9,8.463492853677333E9,1.0384739955039705E10,1.0572456493555328E10,1.1142202768162882E10,1.5226951759815083E10,1.7169929418472548E10,1.8010496905408993E10,1.8773865352153957E10,1.9804601562135174E10,2.2002914497512306E10,2.222530367490495E10,2.3069554106530434E10,2.3643814533154385E10,2.3810421507684372E10,2.4152693463924164E10,2.4950674828854973E10,2.501232585654597E10,2.7486453748039192E10,2.760467434170464E10,2.8072511171017883E10,2.8754746804365658E10,3.0116795986918262E10,3.015799993729512E10,3.0920285570341145E10,3.125373968880394E10,3.1645432553578266E10,3.1956331475390877E10,3.2738421305677567E10,3.2871416123465588E10,3.356212662079801E10,3.4268516354364628E10,3.498563432418339E10,3.5792531292070816E10,3.622764669838869E10,3.766189717392641E10,3.770862216097492E10,3.7844763084493034E10,3.864910138272063E10,3.987390067312946E10,3.998800290661019E10,4.023981590219572E10,4.073444844789991E10,4.08742715604765E10,4.167759485759894E10,4.247162205828813E10,4.2512159691828735E10,4.3200347276507645E10,4.368310027146382E10
9162978.572970232,2.879657896545128E9,3.5294211934863753E9,8.659445576623661E9,1.0427641852677538E10,1.0551320757572899E10,1.1008984836607725E10,1.5111769674829853E10,1.7157100307757992E10,1.7994620951226517E10,1.8828459746601395E10,1.9831676669897114E10,2.198089177477889E10,2.2291780333770306E10,2.3038368810289337E10,2.3703085086031216E10,2.3812686509947746E10,2.4168400994727905E10,2.5007292303008488E10,2.505930657368102E10,2.748205134343927E10,2.759588015188958E10,2.8054181576282387E10,2.87584079236023E10,3.009527510087294E10,3.0198533988445225E10,3.078528906565572E10,3.1282926616832596E10,3.167523286162414E10,3.181002812928912E10,3.2866063789337875E10,3.3010329233553032E10,3.3527195386367096E10,3.438129826818555E10,3.487407875368706E10,3.576628396773812E10,3.614141421023196E10,3.765192178260598E10,3.770480738503012E10,3.785720989309482E10,3.86225811313882E10,3.97328297339677E10,3.99464544733566E10,4.028809419106624E10,4.069063919106686E10,4.083116217301368E10,4.174137592075754E10,4.243147219191072E10,4.249009012321376E10,4.3135729435237236E10,4.369548927576344E10
9424777.96076938,2.963964893931801E9,3.6785159908771377E9,8.849957493714294E9,1.0471627917929195E10,1.0524715891073927E10,1.0877506193218416E10,1.499799918469894E10,1.7145123833457502E10,1.7980910375243008E10,1.8884310062244682E10,1.986071863820059E10,2.1958044403576065E10,2.2359847084251854E10,2.2972468540536522E10,2.3796321433625237E10,2.3815787429252647E10,2.4183598998752422E10,2.5003022762607426E10,2.516552220504574E10,2.747742838566403E10,2.7587851919510162E10,2.8036453292367397E10,2.8762030388474594E10,3.0072946042287354E10,3.024024195886358E10,3.0624263278969204E10,3.1312478008032913E10,3.1654353492507824E10,3.1734904670512596E10,3.3004634191254536E10,3.3149638838827686E10,3.3491832875772694E10,3.449443680658381E10,3.4763160411102356E10,3.573635522031536E10,3.605995883016712E10,3.764212082890254E10,3.770057369216468E10,3.787084283146302E10,3.8595836596460236E10,3.959148929112446E10,3.988847790235721E10,4.0334433143855316E10,4.0661387912749695E10,4.077060656438094E10,4.180662378342257E10,4.240624602258266E10,4.24333151305439E10,4.31039321637778E10,4.37081188782408E10
9686577.348568529,3.0478191677252774E9,3.827440261554596E9,9.034779404129831E9,1.0492746759634571E10,1.0516656034932554E10,1.0747944664353386E10,1.48857249692647E10,1.7134032416430794E10,1.796928171810461E10,1.894141087883159E10,1.9891772623030464E10,2.193437767610899E10,2.2429272701270256E10,2.2888611333811462E10,2.3819839491361336E10,2.390656878624046E10,2.4198373370373383E10,2.4999545587719395E10,2.5269001121751274E10,2.7472594573146248E10,2.758058246162147E10,2.8019383388452465E10,2.8765658564436928E10,3.004980395992737E10,3.0283149145333866E10,3.0450903918450874E10,3.1342500788348583E10,3.1494831869957188E10,3.181104950537755E10,3.314872757977977E10,3.328903640235949E10,3.345603428475296E10,3.460747354602449E10,3.465319265621486E10,3.5700133078821396E10,3.598612944841815E10,3.763247970082211E10,3.7695838608658E10,3.788576701520824E10,3.856897953282846E10,3.945024419850613E10,3.981587304066059E10,4.037873054466242E10,4.0645038440859146E10,4.0693972988354416E10,4.187332379300719E10,4.2345830424121086E10,4.239466594721456E10,4.310101262843164E10,4.372089571617645E10
9948376.736367678,3.1310973164922814E9,3.9759701553625207E9,9.213662147098175E9,1.0455563480259838E10,1.0562676505061682E10,1.062048711153297E10,1.4775036966064917E10,1.7123849615820961E10,1.79596307582839E10,1.8999754210810406E10,1.9924875369975067E10,2.1909892578218433E10,2.2499775587128677E10,2.2795859952516106E10,2.3824980217309227E10,2.402455906362951E10,2.4212766474368385E10,2.4996886797248264E10,2.5369464721182354E10,2.7467552055903633E10,2.757406913586923E10,2.8003028418044945E10,2.8769334596236454E10,3.002585001833621E10,3.0272275457040752E10,3.0327273796016026E10,3.133386420561991E10,3.1373087612966694E10,3.1896845476547367E10,3.3296076137420982E10,3.341978696514117E10,3.342807970121382E10,3.454464482767971E10,3.471999733404866E10,3.5654528466045364E10,3.5923260899453316E10,3.7622973238025925E10,3.76905012751003E10,3.7902082339223526E10,3.854210810614414E10,3.930945917674692E10,3.973144443315051E10,4.042091261920382E10,4.06033167136342E10,4.063894551303781E10,4.194143989402502E10,4.22367847658513E10,4.2394775985892525E10,4.311790058968819E10,4.373371614210754E10
1.0210176124166828E7,3.2136610585451684E9,4.1238712459429383E9,9.386358257982628E9,1.0413360745858234E10,1.0495331071612162E10,1.0609630736190014E10,1.466603182545239E10,1.7114589633808884E10,1.795183555194053E10,1.905932934043944E10,1.9960053298375523E10,2.1884585082261517E10,2.2571017054632904E10,2.269861446134697E10,2.383137346510392E10,2.414567703068188E10,2.4226793771148476E10,2.4995069772692863E10,2.546666122817691E10,2.746229444984782E10,2.7568313905678787E10,2.7987443709220367E10,2.87730987577372E10,3.000109291416069E10,3.0092116658091347E10,3.037262472197145E10,3.117272149722631E10,3.1404320603893482E10,3.1988765166321728E10,3.338307048028955E10,3.3445557409273903E10,3.3565978655011803E10,3.443835170599758E10,3.483161920763658E10,3.5597695176591225E10,3.587345611712162E10,3.761356386253343E10,3.76844372222158E10,3.79198692100385E10,3.8515306933247765E10,3.916952716510764E10,3.963808496449919E10,4.046093091838016E10,4.050097930773868E10,4.0640396869144135E10,4.201091580257345E10,4.211431591280841E10,4.240434932919188E10,4.314655401062661E10,4.374646435738982E10
1.0471975511965977E7,3.2953558368503776E9,4.270895483098384E9,9.552623757949127E9,1.036637726703161E10,1.0372686438504713E10,1.065744966062048E10,1.4558814604887905E10,1.7106256919252048E10,1.7945759680186737E10,1.9120122551993298E10,1.9997320383573338E10,2.185844554561302E10,2.2599099027756466E10,2.264259449043495E10,2.3839213437111393E10,2.4240453389601727E10,2.4267472322324577E10,2.4994114758403446E10,2.55603579134645E10,2.7456805636832447E10,2.7563323382103012E10,2.7972682471697433E10,2.877698963191926E10,2.9912621150769386E10,2.997555121469855E10,3.041919850679209E10,3.1012210656289005E10,3.1436273901988243E10,3.2084809080602234E10,3.3345859730348248E10,3.3596527683286144E10,3.370092439005862E10,3.433618046906892E10,3.4941956528444214E10,3.5530740740524704E10,3.583587688382512E10,3.760419913735374E10,3.767749153855422E10,3.793916015886618E10,3.848864663065789E10,3.903090864742237E10,3.953827734639596E10,4.03892657843286E10,4.04987631542333E10,4.064711933056184E10,4.1983756355087524E10,4.2081676784335396E10,4.242121445457365E10,4.3181747612060684E10,4.375901083611514E10
1.0733774899765128E7,3.376009356880186E9,4.416777644446294E9,9.712220040725246E9,1.0252777174511238E10,1.0314895519339327E10,1.0706051835642527E10,1.4453500764795746E10,1.7098845896476774E10,1.794125558368597E10,1.9182116738988712E10,2.003667586526713E10,2.1831458254129887E10,2.2498525296965576E10,2.2714035105568443E10,2.3848727939485878E10,2.4253731920657303E10,2.4388495058685673E10,2.499403811673376E10,2.5650337429460922E10,2.745105827946813E10,2.7559108810175648E10,2.795879470648123E10,2.8781044099939194E10,2.9735244811213596E10,2.9949253500299248E10,3.046697626170981E10,3.0852932041450684E10,3.1469015316906464E10,3.2183709464803177E10,3.330812384049088E10,3.374856873248625E10,3.382732844077519E10,3.4243788562616856E10,3.505062236191362E10,3.545686828815719E10,3.580760298127599E10,3.759480857042062E10,3.766946991542446E10,3.795988106367176E10,3.846218280089936E10,3.8894199243795555E10,3.943399425527335E10,4.0270276592884056E10,4.0534400576546165E10,4.065738846046641E10,4.184830108582413E10,4.2153631866794685E10,4.2443440803261406E10,4.322040117749433E10,4.377121140079097E10
